system,trial_id,domain,is_negation,probe_logic,question,expected,actual,is_correct
rag,EXTREME_006,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit entirely to do a Zoom call from home instead.",True
rag,EXTREME_006,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,"Yes, you spent $200 on a suit this morning because you had to wear formal business attire for the CEO's visit, even though the CEO later cancelled the in-person visit.",True
rag,EXTREME_007,Academic_Stress,None,Chain_Correction_Success,Where is the final exam taking place?,Exam is online.,The final exam is taking place online.,True
rag,EXTREME_007,Academic_Stress,None,Ripple_Effect_Locality,Do I still need to use that portable fan during the test?,Portable fan is no longer necessary for the exam (Inference: environment changed).,"No, you do not need to use the portable fan because the exam has been moved online, and you will be taking it from your cool bedroom.",True
rag,EXTREME_008,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,"The provided conversation snippets contain conflicting information regarding the weather: one user describes a thunderstorm with pouring rain and a temperature drop, another describes high temperatures with clouds rolling in, and a third mentions a forecast of a heatwave with no rain. Therefore, there is no single, consistent answer provided in the context.",False
rag,EXTREME_008,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. Running sprinklers for two hours daily is excessive and unnecessary, especially given that the weather conditions have shifted to pouring rain.",True
rag,EXTREME_009,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,"The provided conversation snippets contain conflicting information regarding the weather: one user describes a thunderstorm with pouring rain and a temperature drop, another describes high temperatures with clouds rolling in, and a third mentions a forecast of a heatwave with no rain. Therefore, there is no single, consistent answer provided in the context.",False
rag,EXTREME_009,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. Running sprinklers for two hours daily is excessive and unnecessary, especially given that the weather conditions have shifted to pouring rain.",True
rag,EXTREME_010,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is currently powered off, as the user cut the power to the HVAC to allow the temperature to cool down.",True
rag,EXTREME_010,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No, you do not need the windows open. You have already cut the power to the HVAC, and the temperature has cooled down to a normal 68 degrees.",True
rag,EXTREME_011,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,"The user initiated a $500 wire transfer for utility back-pay, which was subsequently placed on hold by the bank for verification. The user then decided to cancel the wire entirely after the landlord informed them that the bill had been waived.",True
rag,EXTREME_011,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"Yes, you are still stuck eating ramen tonight, as you mentioned you had to cancel your steak dinner due to your financial situation.",False
rag,EXTREME_012,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,"The user initiated a $500 wire transfer for utility back-pay, which was subsequently placed on hold by the bank for verification. The user then decided to cancel the wire entirely after the landlord informed them that the bill had been waived.",True
rag,EXTREME_012,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"Yes, you are still stuck eating ramen tonight, as you mentioned you had to cancel your steak dinner due to your financial situation.",False
rag,EXTREME_013,Relationship_Reservation,None,Chain_Correction_Success,Do we have a table at the bistro tonight?,Reservation exists; user didn't forget.,"Yes, you have a table at the bistro tonight; you found a confirmation email indicating you made the reservation months ago.",True
rag,EXTREME_013,Relationship_Reservation,None,Ripple_Effect_Locality,What happened with those apology flowers I bought?,Apology flowers still exist (Inference: The purchase is done).,"The provided conversation snippets do not contain information regarding what happened with the apology flowers; the assistant only mentions updating the status of an event and adjusting records, but does not specify the outcome of the flowers.",False
rag,EXTREME_014,Social_Injury,None,Chain_Correction_Success,What is the actual condition of my leg?,Hairline fracture; in a walking boot.,"The provided conversation snippets contain conflicting information regarding your leg: you mention having a ""hairline fracture"" for which you received a walking boot, but you also state that you ""broke [your] right leg in a skiing accident"" and are in a ""full leg cast."" Additionally, you mention that doctors are currently re-evaluating your X-rays to determine if it is a ""severe break.""",False
rag,EXTREME_014,Social_Injury,None,Ripple_Effect_Locality,Should I call the dance studio to un-cancel my salsa class?,Still probably can't do salsa (Inference: boot still limits high-impact dance).,"No. Based on the conversation, you have already cancelled your enrollment due to a leg injury (a hairline fracture requiring a walking boot), and the assistant has confirmed that your records have been updated to reflect this final status.",True
