system,trial_id,domain,is_over_updating,probe_logic,question,expected,actual,is_correct
long_context,EXTREME_REVISED_0014,Smart_Home_Logic,True,Ripple_Effect_Locality,Do I still own that $40 pedestal fan?,The $40 fan was still purchased (Inference: Buying a physical item is a past event).,"Yes, you still own the $40 pedestal fan.",True
long_context,EXTREME_REVISED_0015,Smart_Home_Logic,True,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is off, as you cut the power to the HVAC, and it has cooled down to 68 degrees.",True
long_context,EXTREME_REVISED_0015,Smart_Home_Logic,True,Ripple_Effect_Locality,Do I still own that $40 pedestal fan?,The $40 fan was still purchased (Inference: Buying a physical item is a past event).,"Yes, you still own the $40 pedestal fan; the conversation history does not indicate that you have disposed of it.",True
long_context,EXTREME_REVISED_0016,Smart_Home_Logic,True,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is powered off, and the temperature has cooled down to 68 degrees.",True
long_context,EXTREME_REVISED_0016,Smart_Home_Logic,True,Ripple_Effect_Locality,Do I still own that $40 pedestal fan?,The $40 fan was still purchased (Inference: Buying a physical item is a past event).,"Yes, you still own the $40 pedestal fan.",True
long_context,EXTREME_REVISED_0017,Professional_Conflict,False,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit entirely to do a Zoom call from home instead.",True
long_context,EXTREME_REVISED_0017,Professional_Conflict,False,Ripple_Effect_Locality,Should I still keep my morning calendar empty of other work?,Morning calendar can be un-cleared (Inference: Meetings can be put back on the schedule).,No. The CEO cancelled the visit entirely to do a Zoom call from home instead.,True
long_context,EXTREME_REVISED_0018,Professional_Conflict,False,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit to do a Zoom call from home instead.",True
long_context,EXTREME_REVISED_0018,Professional_Conflict,False,Ripple_Effect_Locality,Should I still keep my morning calendar empty of other work?,Morning calendar can be un-cleared (Inference: Meetings can be put back on the schedule).,No. The CEO cancelled the visit entirely to do a Zoom call from home instead.,True
long_context,EXTREME_REVISED_0019,Professional_Conflict,False,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit to do a Zoom call from home instead.",True
long_context,EXTREME_REVISED_0019,Professional_Conflict,False,Ripple_Effect_Locality,Should I still keep my morning calendar empty of other work?,Morning calendar can be un-cleared (Inference: Meetings can be put back on the schedule).,No. The CEO cancelled the visit entirely to do a Zoom call from home instead.,True
long_context,EXTREME_REVISED_0020,Professional_Conflict,False,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit entirely to do a Zoom call from home instead.",True
long_context,EXTREME_REVISED_0020,Professional_Conflict,False,Ripple_Effect_Locality,Should I still keep my morning calendar empty of other work?,Morning calendar can be un-cleared (Inference: Meetings can be put back on the schedule).,No. The CEO cancelled the visit entirely to do a Zoom call from home instead.,True
