system,trial_id,domain,is_negation,probe_logic,question,expected,actual,is_correct
mem0,EXTREME_013,Relationship_Reservation,None,Ripple_Effect_Locality,What happened with those apology flowers I bought?,Apology flowers still exist (Inference: The purchase is done).,"The flowers were purchased as an apology after you mistakenly believed you had failed to secure an anniversary dinner reservation, despite having actually made one at the bistro months ago.",True
mem0,EXTREME_014,Social_Injury,None,Chain_Correction_Success,What is the actual condition of my leg?,Hairline fracture; in a walking boot.,The provided facts do not contain any information regarding the condition of your leg.,False
mem0,EXTREME_014,Social_Injury,None,Ripple_Effect_Locality,Should I call the dance studio to un-cancel my salsa class?,Still probably can't do salsa (Inference: boot still limits high-impact dance).,No. You should not call the dance studio because the salsa class was never cancelled; the studio mistakenly sent a cancellation notice for a class that is still taking place.,False
mem0,EXTREME_015,Sports_Betting,None,Chain_Correction_Success,Is the star quarterback playing on Sunday?,Star player is healthy and playing.,"Yes, the star quarterback is playing on Sunday, May 3, 2026, as he was cleared to play on May 1, 2026.",True
mem0,EXTREME_015,Sports_Betting,None,Ripple_Effect_Locality,What happened with my $50 bet against the team?,The $50 bet is still active (Inference: You can't usually take back a bet).,"Answer: You placed a $50 bet against your team based on the incorrect belief that the star quarterback was out for the season, when in fact he was cleared to play on May 1, 2026, after it was determined his injury was only a minor stinger.",False
mem0,EXTREME_016,Household_Power,None,Chain_Correction_Success,Is the electricity working in the house?,Power is back on.,"Yes, the electricity is working. The power outage lasted for approximately 24 hours starting on May 1, 2026, and has since been restored.",True
mem0,EXTREME_016,Household_Power,None,Ripple_Effect_Locality,Do I still need to rely on that ice to keep my food from spoiling?,Ice is no longer needed (Inference: fridge is working again).,No. The power outage lasted for approximately 24 hours and has since been restored.,True
mem0,EXTREME_017,Fitness_Dependency,None,Chain_Correction_Success,What is the medical status of my ankle?,Ankle is healthy; no injury.,"Your ankle has recovered, and you are able to walk and jump normally.",True
mem0,EXTREME_017,Fitness_Dependency,None,Ripple_Effect_Locality,Do I still need the neighbor to mow the lawn?,Neighbor's help is no longer required (Inference: User can do it).,"No. You do not need the neighbor to mow the lawn because your ankle injury was only a minor cramp from which you have fully recovered, allowing you to walk and jump normally.",True
mem0,EXTREME_018,Legal_Deadlines,None,Chain_Correction_Success,What is the status of the settlement signing?,Deal is off; no signing.,The settlement signing did not occur because the deal fell through.,True
mem0,EXTREME_018,Legal_Deadlines,None,Ripple_Effect_Locality,Do I still need to keep my afternoon clear of meetings?,The afternoon is now free (Inference: clearing the schedule is no longer needed).,"No. You cleared your afternoon specifically for a legal settlement deadline that required signing by 5 PM on May 1, 2026. Since that deal fell through and no signing occurred, the reason for clearing your schedule no longer exists.",True
mem0,EXTREME_019,Fitness_Dependency,None,Chain_Correction_Success,What is the medical status of my ankle?,Ankle is healthy; no injury.,The provided facts do not contain any information regarding your medical status.,False
mem0,EXTREME_019,Fitness_Dependency,None,Ripple_Effect_Locality,Do I still need the neighbor to mow the lawn?,Neighbor's help is no longer required (Inference: User can do it).,No. You have already mowed the lawn yourself.,True
mem0,EXTREME_020,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,The provided facts do not contain information regarding the CEO's current work location or attendance habits.,False
mem0,EXTREME_020,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,No. You spent $150 on the suit.,False
mem0,EXTREME_021,Household_Power,None,Chain_Correction_Success,Is the electricity working in the house?,Power is back on.,"Yes, the electricity is working. The power outage lasted for approximately 24 hours starting on May 1, 2026, and has since been restored.",True
mem0,EXTREME_021,Household_Power,None,Ripple_Effect_Locality,Do I still need to rely on that ice to keep my food from spoiling?,Ice is no longer needed (Inference: fridge is working again).,"No. The power was restored on May 2, 2026, following the 24-hour outage that began on May 1, 2026.",True
mem0,EXTREME_022,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,The weather is a thunderstorm.,False
mem0,EXTREME_022,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. The heatwave forecast for May 1, 2026, was replaced by a thunderstorm and a 20-degree temperature drop, rendering the two-hour daily watering schedule unnecessary.",True
mem0,EXTREME_023,IT_Overtime,None,Chain_Correction_Success,What is the status of the customer data?,Server is up; data is safe.,"The customer data is intact; there was no actual data loss, as the perceived crisis was confirmed to be a display bug.",True
mem0,EXTREME_023,IT_Overtime,None,Ripple_Effect_Locality,Am I still required to stay at the office until midnight?,User can go home early (Inference: the crisis is resolved).,"No. The database crisis you were addressing was confirmed to be a display bug with no actual data loss, removing the necessity for you to stay at the office until midnight.",True
mem0,EXTREME_024,Household_Power,None,Chain_Correction_Success,Is the electricity working in the house?,Power is back on.,The electricity is not working in the house.,False
mem0,EXTREME_024,Household_Power,None,Ripple_Effect_Locality,Do I still need to rely on that ice to keep my food from spoiling?,Ice is no longer needed (Inference: fridge is working again).,No. You have a refrigerator.,True
mem0,EXTREME_025,Social_Injury,None,Chain_Correction_Success,What is the actual condition of my leg?,Hairline fracture; in a walking boot.,Your leg has a hairline fracture.,False
mem0,EXTREME_025,Social_Injury,None,Ripple_Effect_Locality,Should I call the dance studio to un-cancel my salsa class?,Still probably can't do salsa (Inference: boot still limits high-impact dance).,"Yes. You should call the dance studio to un-cancel your class because your injury was misdiagnosed as a severe break requiring a full cast, and it has been corrected to a hairline fracture that only requires a walking boot, meaning your initial belief that you could not walk was incorrect.",False
mem0,EXTREME_026,Household_Power,None,Chain_Correction_Success,Is the electricity working in the house?,Power is back on.,The electricity is not working in the house.,False
mem0,EXTREME_026,Household_Power,None,Ripple_Effect_Locality,Do I still need to rely on that ice to keep my food from spoiling?,Ice is no longer needed (Inference: fridge is working again).,No. You have a refrigerator.,True
mem0,EXTREME_027,IT_Overtime,None,Chain_Correction_Success,What is the status of the customer data?,Server is up; data is safe.,The provided facts do not contain information regarding the status of the customer data.,False
mem0,EXTREME_027,IT_Overtime,None,Ripple_Effect_Locality,Am I still required to stay at the office until midnight?,User can go home early (Inference: the crisis is resolved).,No. You are no longer required to stay at the office until midnight.,True
mem0,EXTREME_028,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,Please provide the facts you are referring to. You have not included any information in your message for me to analyze.,False
mem0,EXTREME_028,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"Yes. According to the facts provided, you are still stuck eating ramen tonight.",False
mem0,EXTREME_029,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is currently powered off, as the user had to cut power to the HVAC system to lower the temperature from 85 degrees to 68 degrees.",True
mem0,EXTREME_029,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No. You have already cut power to the HVAC system, which allowed the house to reach a comfortable 68 degrees.",True
mem0,EXTREME_030,Household_Power,None,Chain_Correction_Success,Is the electricity working in the house?,Power is back on.,"Yes, the electricity is working. The power outage lasted for approximately 24 hours starting on May 1, 2026, and has since concluded.",True
mem0,EXTREME_030,Household_Power,None,Ripple_Effect_Locality,Do I still need to rely on that ice to keep my food from spoiling?,Ice is no longer needed (Inference: fridge is working again).,"No. The power outage lasted for approximately 24 hours and occurred around May 1, 2026; therefore, the outage has concluded and the refrigerator is no longer off.",True
mem0,EXTREME_031,Pet_Safety,None,Chain_Correction_Success,What is the dog's actual diagnosis?,Dog is not contagious; healthy.,The dog's actual diagnosis is that it ate bad grass.,False
mem0,EXTREME_031,Pet_Safety,None,Ripple_Effect_Locality,Does my cat still need to stay at my mother's house?,Cat can come back home (Inference: the threat to the cat is gone).,No. Your cat does not need to stay at your mother's house because the dog's suspected contagious illness was confirmed to be a false positive caused by eating bad grass.,True
mem0,EXTREME_032,Photography_Shoot,None,Chain_Correction_Success,Is my camera lens actually broken?,Camera lens is functional.,"No, your camera lens is not broken; only the $20 UV filter was damaged.",True
mem0,EXTREME_032,Photography_Shoot,None,Ripple_Effect_Locality,Do I still need to stay home from the wedding shoot this weekend?,Should try to un-cancel the wedding shoot (Inference: equipment is ready).,"No. You cancelled the shoot based on the belief that your camera lens was broken, but you have since discovered that the lens is intact and only the $20 UV filter was damaged. Therefore, the reason for your cancellation no longer exists.",True
mem0,EXTREME_033,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,The provided facts do not contain information regarding the current weather.,False
mem0,EXTREME_033,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. You should not keep the sprinklers running for two hours a day, as the recommended duration is only 20 minutes.",False
mem0,EXTREME_034,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,Please provide the facts you are referring to. You have not included any information in your message for me to analyze.,False
mem0,EXTREME_034,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"Yes. According to the facts provided, you are still stuck eating ramen tonight.",False
mem0,EXTREME_035,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,The provided facts do not contain information regarding the CEO's current work location or attendance habits.,False
mem0,EXTREME_035,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,No. You spent $150 on the suit.,False
mem0,EXTREME_036,Fitness_Dependency,None,Chain_Correction_Success,What is the medical status of my ankle?,Ankle is healthy; no injury.,The provided facts do not contain any information regarding your medical status.,False
mem0,EXTREME_036,Fitness_Dependency,None,Ripple_Effect_Locality,Do I still need the neighbor to mow the lawn?,Neighbor's help is no longer required (Inference: User can do it).,No. You have already mowed the lawn yourself.,True
mem0,EXTREME_037,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,The current weather is a thunderstorm with heavy rain and a 20-degree temperature drop.,True
mem0,EXTREME_037,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. Given that the local weather shifted to a thunderstorm with heavy rain on May 1, 2026, continuing to run the sprinklers for two hours daily is unnecessary.",True
mem0,EXTREME_038,Relationship_Reservation,None,Chain_Correction_Success,Do we have a table at the bistro tonight?,Reservation exists; user didn't forget.,"No. The user is celebrating their anniversary on May 1, 2026, and the reservation was made for that date, not tonight.",True
mem0,EXTREME_038,Relationship_Reservation,None,Ripple_Effect_Locality,What happened with those apology flowers I bought?,Apology flowers still exist (Inference: The purchase is done).,"Answer: You purchased the flowers after mistakenly believing you had failed to secure your anniversary dinner reservation, despite having actually successfully made the reservation months in advance.",False
mem0,EXTREME_039,Fitness_Dependency,None,Chain_Correction_Success,What is the medical status of my ankle?,Ankle is healthy; no injury.,"Your ankle is suffering from a minor cramp, which allows you to walk and jump normally.",False
mem0,EXTREME_039,Fitness_Dependency,None,Ripple_Effect_Locality,Do I still need the neighbor to mow the lawn?,Neighbor's help is no longer required (Inference: User can do it).,"No. Although you initially hired the neighbor due to a suspected severe ankle sprain, your injury was re-evaluated on May 1, 2026, and diagnosed as a minor cramp. Because this diagnosis allows you to walk and jump normally, you no longer require assistance to mow the lawn.",True
mem0,EXTREME_040,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,The user cancelled the $500 wire transfer entirely after the landlord waived the utility bill.,True
mem0,EXTREME_040,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"No. Since the $500 utility bill was waived and the wire transfer was cancelled, the financial constraint that forced you to change your dinner plans from steak to ramen no longer exists.",True
mem0,EXTREME_041,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is currently powered off, as the user cut power to the HVAC system to reach a comfortable temperature.",True
mem0,EXTREME_041,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No. You cut power to the HVAC system to reach a comfortable 68 degrees, so the windows are no longer required to maintain that temperature.",True
mem0,EXTREME_042,Academic_Funding,None,Chain_Correction_Success,What is the financial status of the research project?,Project is fully funded.,The research project is fully funded by a private tech company.,True
mem0,EXTREME_042,Academic_Funding,None,Ripple_Effect_Locality,Are the lab assistants still being laid off?,Lab assistants can keep their jobs (Inference: the layoffs are no longer needed).,"No. The project was subsequently fully funded by a private tech company, which reversed the situation that led to the layoff of the lab assistants.",True
mem0,EXTREME_043,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,The user cancelled the $500 wire transfer entirely after the landlord waived the utility bill.,True
mem0,EXTREME_043,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"No. Since the $500 utility bill was waived and the wire transfer was cancelled, the financial constraint that forced you to change your dinner plans from steak to ramen no longer exists.",True
mem0,EXTREME_044,Academic_Stress,None,Chain_Correction_Success,Where is the final exam taking place?,Exam is online.,The final exam is taking place in the user's bedroom.,False
mem0,EXTREME_044,Academic_Stress,None,Ripple_Effect_Locality,Do I still need to use that portable fan during the test?,Portable fan is no longer necessary for the exam (Inference: environment changed).,"No, you do not need to use the portable fan during the test, as the exam is now online and you will be taking it from your bedroom instead of the uncooled room.",True
mem0,EXTREME_045,Legal_Deadlines,None,Chain_Correction_Success,What is the status of the settlement signing?,Deal is off; no signing.,"The settlement signing did not occur, as the deal fell through entirely on May 1, 2026.",True
mem0,EXTREME_045,Legal_Deadlines,None,Ripple_Effect_Locality,Do I still need to keep my afternoon clear of meetings?,The afternoon is now free (Inference: clearing the schedule is no longer needed).,"No. Since the legal settlement deal fell through entirely and no signing occurred on May 1, 2026, the requirement to clear your afternoon schedule for that event no longer exists.",True
mem0,EXTREME_046,Photography_Shoot,None,Chain_Correction_Success,Is my camera lens actually broken?,Camera lens is functional.,"No, your camera lens is not broken; only the $20 UV filter was damaged.",True
mem0,EXTREME_046,Photography_Shoot,None,Ripple_Effect_Locality,Do I still need to stay home from the wedding shoot this weekend?,Should try to un-cancel the wedding shoot (Inference: equipment is ready).,No. You do not need to stay home because your professional camera lens is fine; only the $20 UV filter was damaged.,True
mem0,EXTREME_047,Travel_Logistics,None,Chain_Correction_Success,Where am I physically located right now?,At home; flight cancelled.,You are at home.,False
mem0,EXTREME_047,Travel_Logistics,None,Ripple_Effect_Locality,What happened regarding that expensive sandwich I mentioned?,User still ate/bought the $15 sandwich (Inference: Past consumption remains).,"You spent $15 on a pre-packaged sandwich while waiting at the London airport on May 1, 2026, before your flight to New York was cancelled and you returned home.",True
mem0,EXTREME_048,E-commerce_Stock,None,Chain_Correction_Success,Did I successfully buy the vintage watch?,Watch is out of stock; no purchase made.,"No, you did not successfully buy the vintage watch because the item went out of stock before the transaction could be completed.",True
mem0,EXTREME_048,E-commerce_Stock,None,Ripple_Effect_Locality,Am I still down $1000 in my bank account from that purchase?,Did not spend the $1000 (Inference: The transaction failed).,"No, you are not down $1000. The transaction could not be completed because the item went out of stock before the purchase was finalized.",True
mem0,EXTREME_049,Household_Power,None,Chain_Correction_Success,Is the electricity working in the house?,Power is back on.,"Yes, the electricity is working. The power outage occurred on May 1, 2026, and lasted for approximately 24 hours before being restored.",True
mem0,EXTREME_049,Household_Power,None,Ripple_Effect_Locality,Do I still need to rely on that ice to keep my food from spoiling?,Ice is no longer needed (Inference: fridge is working again).,"No. The power outage occurred on May 1, 2026, and lasted for approximately 24 hours; since the power has been restored, the refrigerator is functioning again.",True
mem0,EXTREME_050,Pet_Safety,None,Chain_Correction_Success,What is the dog's actual diagnosis?,Dog is not contagious; healthy.,The dog's actual diagnosis is that it ate bad grass.,False
mem0,EXTREME_050,Pet_Safety,None,Ripple_Effect_Locality,Does my cat still need to stay at my mother's house?,Cat can come back home (Inference: the threat to the cat is gone).,"No. The cat was moved to protect it from a suspected illness in the dog, but the dog's test was confirmed as a false positive caused by eating bad grass, meaning there is no contagious virus.",True
mem0,EXTREME_051,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,Please provide the facts you are referring to. You have not included any information in your message for me to analyze.,False
mem0,EXTREME_051,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"Yes. According to the facts provided, you are still stuck eating ramen tonight.",False
mem0,EXTREME_052,Logistics_Flat,None,Chain_Correction_Success,Is the truck still stuck with a flat tire?,Truck is moving; no tire issue.,"No, the truck is not stuck with a flat tire; the alarm was a false alarm caused by a faulty pressure sensor, and the user realized the tire was intact.",True
mem0,EXTREME_052,Logistics_Flat,None,Ripple_Effect_Locality,Are the deliveries still going to be late to the customers?,Deliveries might still be slightly behind (Inference: the delay already happened).,"No. The deliveries were delayed on May 1, 2026, due to a false alarm caused by a faulty pressure sensor, but the user realized the tire was intact, meaning the delay has already concluded.",True
mem0,EXTREME_053,Academic_Funding,None,Chain_Correction_Success,What is the financial status of the research project?,Project is fully funded.,"The research project is fully funded by a private tech company, which has reversed the previous financial crisis.",True
mem0,EXTREME_053,Academic_Funding,None,Ripple_Effect_Locality,Are the lab assistants still being laid off?,Lab assistants can keep their jobs (Inference: the layoffs are no longer needed).,"No, the lab assistants are not being laid off, as the research project secured full funding from a private tech company, which reversed the previous financial crisis.",True
mem0,EXTREME_054,Travel_Logistics,None,Chain_Correction_Success,Where am I physically located right now?,At home; flight cancelled.,The provided facts do not contain information regarding your physical location.,False
mem0,EXTREME_054,Travel_Logistics,None,Ripple_Effect_Locality,What happened regarding that expensive sandwich I mentioned?,User still ate/bought the $15 sandwich (Inference: Past consumption remains).,The provided facts do not contain any information regarding a sandwich.,False
mem0,EXTREME_055,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO is not coming to the office in person; the visit was cancelled in favor of a Zoom call.",True
mem0,EXTREME_055,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,"Yes. You purchased the $200 suit on May 1, 2026, and there is no information indicating that the purchase was reversed or refunded.",True
mem0,EXTREME_056,Photography_Shoot,None,Chain_Correction_Success,Is my camera lens actually broken?,Camera lens is functional.,"Based on the provided facts, there is no information regarding the status of your camera lens. Therefore, it cannot be determined if it is broken.",False
mem0,EXTREME_056,Photography_Shoot,None,Ripple_Effect_Locality,Do I still need to stay home from the wedding shoot this weekend?,Should try to un-cancel the wedding shoot (Inference: equipment is ready).,"Yes, you still need to stay home from the wedding shoot this weekend.",False
mem0,EXTREME_057,E-commerce_Stock,None,Chain_Correction_Success,Did I successfully buy the vintage watch?,Watch is out of stock; no purchase made.,"No, you did not successfully buy the vintage watch because the item went out of stock before the transaction could be completed.",True
mem0,EXTREME_057,E-commerce_Stock,None,Ripple_Effect_Locality,Am I still down $1000 in my bank account from that purchase?,Did not spend the $1000 (Inference: The transaction failed).,No. You are not down $1000 because the item went out of stock before the transaction could be completed.,True
mem0,EXTREME_058,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,The heating system is currently broken.,False
mem0,EXTREME_058,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No. The air conditioning system has been repaired, so you no longer need to keep the windows open to maintain a comfortable temperature.",True
mem0,EXTREME_059,Logistics_Flat,None,Chain_Correction_Success,Is the truck still stuck with a flat tire?,Truck is moving; no tire issue.,"No, the truck is not stuck. The user discovered on May 1, 2026, that the tire was not flat, but had a faulty pressure sensor, allowing them to resume deliveries.",True
mem0,EXTREME_059,Logistics_Flat,None,Ripple_Effect_Locality,Are the deliveries still going to be late to the customers?,Deliveries might still be slightly behind (Inference: the delay already happened).,"No, the deliveries are not going to be late because the user discovered the tire was not flat and resumed their deliveries on May 1, 2026.",False
mem0,EXTREME_060,Academic_Funding,None,Chain_Correction_Success,What is the financial status of the research project?,Project is fully funded.,The research project is fully funded by a private tech company.,True
mem0,EXTREME_060,Academic_Funding,None,Ripple_Effect_Locality,Are the lab assistants still being laid off?,Lab assistants can keep their jobs (Inference: the layoffs are no longer needed).,"No, the lab assistants are not being laid off. The research project secured full funding from a private tech company, which reversed their previous layoff status.",True
mem0,EXTREME_061,Sports_Betting,None,Chain_Correction_Success,Is the star quarterback playing on Sunday?,Star player is healthy and playing.,"Yes. The injury was confirmed to be a minor stinger rather than season-ending, and the user's bet against their team was based on concerns about the backup quarterback, implying the star quarterback is available to play.",True
mem0,EXTREME_061,Sports_Betting,None,Ripple_Effect_Locality,What happened with my $50 bet against the team?,The $50 bet is still active (Inference: You can't usually take back a bet).,"The provided facts do not state the outcome of the game or the result of the bet; they only confirm that you placed a $50 bet against your team for the game on Sunday, May 3, 2026.",False
mem0,EXTREME_062,Academic_Funding,None,Chain_Correction_Success,What is the financial status of the research project?,Project is fully funded.,The research project is currently unfunded.,False
mem0,EXTREME_062,Academic_Funding,None,Ripple_Effect_Locality,Are the lab assistants still being laid off?,Lab assistants can keep their jobs (Inference: the layoffs are no longer needed).,"No, the layoffs of the lab assistants have been cancelled.",True
mem0,EXTREME_063,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,The HVAC system is currently powered off.,True
mem0,EXTREME_063,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No. You cut power to the HVAC system to reach a comfortable 68 degrees, meaning the house is already at a comfortable temperature.",True
mem0,EXTREME_064,Social_Injury,None,Chain_Correction_Success,What is the actual condition of my leg?,Hairline fracture; in a walking boot.,Your leg has a hairline fracture.,False
